"X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
16397,2,1323084340,900363,11,1,32,-7.87,4.55,-92.6,4,-0.06,-0.02,-0.16,-4,1,41,9,628,-253,66.1,15.5,95.8,30,-0.13,0.1,-0.2,-250,126,-90,-209,353,556,118.0933845,17.90966053,34.23766079,15,0.71,-1.81,0.07,26,135,49,-308,521,58,141,2.68,102,47,-0.1,-0.77,-0.3,-91,408,-186,-336,737,521,"E"
16399,2,1323084340,972363,11,1,32,-7.62,4.39,-92.5,5,0.06,0.02,-0.03,-9,-6,47,-4,631,-237,65,14.3,95.1,29,-0.18,0.1,-0.13,-240,130,-84,-185,338,558,109.7472605,29.80193216,35.61650712,11,0.95,-1.33,0.62,32,97,38,-417,451,14,140,10.4,111,45,-0.02,-2.33,-0.44,-36,399,-188,-427,717,559,"E"
16400,2,1323084340,996290,11,1,32,-7.31,4.54,-92.5,4,0.08,0.02,0.05,-19,0,36,7,630,-248,64.6,13.9,94.8,29,-0.18,0.08,-0.13,-238,127,-80,-179,343,559,87.72869417,8.103681429,68.68360733,8,0.93,-1.56,0.08,6,57,47,-451,424,-8,140,15,117,47,0.06,-2.89,-0.46,-47,418,-186,-498,679,575,"E"
16401,2,1323084341,48381,11,1,33,-6.55,4.75,-92.4,4,0.02,0.02,0.1,-17,0,36,3,627,-247,64.1,13.2,94.2,29,-0.26,0.14,-0.13,-245,135,-71,-162,336,572,116.1014163,22.69178474,33.50435338,6,0.79,-1.48,0.2,13,53,19,-490,377,-34,143,23.2,130,51,0.34,-4.13,-0.39,-70,457,-177,-579,618,566,"E"
16402,2,1323084341,108312,11,1,33,-5.52,4.8,-92.3,4,0.02,0.03,0.2,-11,-4,36,6,624,-255,63.2,11.7,93.1,27,-0.5,0.26,-0.21,-226,135,-54,-143,319,573,-17.82391371,-134.7319726,13.33676778,2,0.66,-1.67,-0.25,-22,-4,3,-542,320,-48,150,32.8,147,48,0.1,-4.87,-0.51,-157,398,-196,-660,461,533,"E"
16403,2,1323084341,300341,11,1,33,-3.03,4.88,-91.9,3,-0.02,0.06,0.44,-14,-5,25,8,612,-281,62.1,7.95,90.1,24,-0.74,0.35,-0.08,-184,138,-39,-75,310,576,-24.36657673,-92.09283282,-58.82451091,4,0.72,-1.56,-0.62,-33,-10,-23,-598,199,-85,174,44.1,-170,34,-0.26,-5.67,-0.97,-141,213,-210,-623,-5,419,"E"
16405,2,1323084341,428315,11,1,33,1.14,4.67,-91.5,1,-0.02,0.06,0.59,-8,0,11,15,598,-313,60.8,1.35,85.2,23,-1.24,0.67,-0.33,-158,159,25,28,284,587,-119.6294004,11.99475317,-35.29684569,8,0.35,-1.08,-0.48,9,-70,-26,-630,100,-117,-160,41.5,-118,21,-0.24,-4.64,-1.12,-47,-12,-196,-295,-445,219,"E"
16406,2,1323084341,440332,11,1,33,1.82,4.59,-91.4,1,-0.02,0.06,0.62,-6,-2,6,14,592,-327,60.4,-0.24,84.1,23,-1.43,0.75,-0.39,-152,161,32,48,279,587,-109.3420837,19.55382783,-42.94222042,7,0.32,-1,-0.61,14,-64,-30,-629,82,-113,-157,39.2,-111,21,-0.08,-4.51,-0.94,-48,-31,-198,-251,-482,191,"E"
16408,2,1323084341,484322,11,1,33,3.11,4.38,-91.2,1,0,0.06,0.64,-6,-4,1,11,595,-338,59.6,-4.32,81.1,23,-1.85,0.9,-0.46,-136,168,57,134,256,575,-83.09669965,21.99879774,-69.17263572,6,0.19,-0.63,-0.62,13,-44,-38,-634,67,-114,-152,33.7,-98.6,22,0.19,-4.24,-0.74,-37,-59,-201,-142,-553,131,"E"
16409,2,1323084341,636272,11,1,33,8.37,3.57,-90.7,2,-0.08,0.05,0.48,-18,9,-9,19,547,-413,62.6,-36.2,52,13,-3.63,1.75,-1.35,-19,121,23,579,17,397,-122.2025323,0,-34.87710036,5,-0.59,1.03,1.05,0,-44,-16,-626,108,-92,-145,7.48,-54.2,39,-0.88,-2.41,-0.77,148,-228,-262,335,-602,-108,"E"
16410,2,1323084341,772321,11,1,33,9.7,2.81,-90.8,2,-0.13,0,0.07,-6,13,-18,9,540,-419,74.2,-55.6,19.3,12,-4.35,1.53,-1.28,49,53,-95,765,-203,74,-89.41676926,-64.32013224,18.09133001,3,-0.79,1.51,0.75,-20,-26,6,-588,230,-57,-149,11.2,-50.4,46,0.43,1.25,0.43,238,-284,-250,376,-647,-251,"E"
16411,2,1323084341,772365,11,1,33,9.68,2.7,-90.8,2,-0.1,-0.02,0.03,-6,12,-19,11,533,-442,80.3,-58.3,10.4,14,-4.38,1.41,-1.1,57,33,-120,760,-245,1,-63.65347114,-86.25855148,26.73570136,3,-0.8,1.56,0.67,-23,-18,8,-585,239,-46,-148,11.2,-52.4,41,0.85,1.38,0.82,188,-252,-252,353,-643,-199,"E"
16413,2,1323084341,844284,11,1,33,8.96,2.92,-91,2,0.06,-0.05,-0.02,-13,-4,-16,9,538,-438,120,-60.8,-37.2,25,-4.01,1.17,-0.49,68,8,-231,690,-296,-207,51.66828137,-91.1458269,37.06975695,3,-0.71,1.72,0.44,-24,15,11,-536,317,-27,-147,13.1,-63.1,32,0.67,2.3,0.39,54,-178,-255,243,-656,-104,"E"
16414,2,1323084341,884318,11,1,33,8.35,3.53,-91.2,2,0.18,-0.05,0.07,-10,-1,-22,10,536,-424,145,-52.5,-67.5,30,-3.45,1.3,-0.72,64,-10,-285,567,-320,-341,99.45801392,-15.9313931,54.83133205,5,-0.55,1.73,0.2,-7,37,23,-483,390,-19,-149,18.1,-72.4,32,-0.03,3.15,0.13,8,-196,-244,131,-663,-82,"E"
16416,2,1323084341,892373,11,1,33,8.08,4.41,-91.3,2,0.21,-0.05,0.07,-13,5,-16,13,534,-447,155,-43.7,-83.8,36,-3.05,1.41,-0.79,48,-36,-347,424,-309,-439,111.6054331,8.868834121,44.47225675,8,-0.51,1.81,-0.1,7,71,34,-418,451,10,-152,25,-84.2,31,-0.14,3.6,0.79,-38,-186,-237,-13,-637,-17,"E"
16417,2,1323084341,940301,11,2,33,7.99,4.71,-91.3,2,0.21,-0.05,0.03,-14,9,-15,16,531,-439,157,-40.9,-87.8,38,-2.95,1.36,-0.74,49,-52,-369,359,-299,-475,117,10.7,38.4,10,-0.51,1.86,-0.07,10,86,35,-407,467,10,-153,27.6,-88.9,29,-0.27,3.92,0.84,-41,-142,-244,-49,-622,-3,"E"
16418,2,1323084342,64297,11,1,34,7.84,5.25,-91.4,3,0.11,-0.05,-0.05,-26,17,-11,18,532,-433,160,-35,-95.1,42,-2.95,1.32,-0.62,31,-64,-402,263,-286,-500,120.9954675,6.241384751,35.49127683,11,-0.47,1.91,-0.03,7,105,39,-353,495,27,-156,32.7,-99,27,-0.42,4.26,0.8,-54,-139,-224,-204,-550,92,"E"
16419,2,1323084342,136340,11,1,34,7.61,5.74,-91.5,3,0,-0.03,-0.18,-21,18,-15,17,538,-442,162,-28.6,-101,46,-3,1.12,-0.31,-3,-85,-441,159,-263,-500,116.4870571,25.19261743,31.12467765,14,-0.39,1.89,-0.05,35,129,43,-308,525,24,-160,38.2,-111,26,-0.71,4.22,1.15,-98,-90,-222,-318,-450,165,"E"
16422,2,1323084342,219560,11,1,34,6.42,5.8,-91.7,1,0,-0.02,-0.38,-12,6,-2,15,545,-417,167,-17.1,-109,51,-1.96,0.43,0.48,-85,-100,-482,-56,-256,-506,108.5408455,37.16676712,29.7236308,17,-0.35,1.88,0.03,62,151,50,-222,568,40,-172,48.2,-141,27,-0.55,4.24,1.59,-161,68,-198,-514,-195,393,"E"
16423,2,1323084342,276318,11,1,34,5.85,5.83,-91.7,1,0.05,-0.03,-0.38,-9,2,0,15,553,-424,167,-15.3,-110,50,-1.41,0.22,0.48,-93,-99,-470,-89,-249,-513,105.7748206,38.5181788,32.13302546,19,-0.29,1.85,-0.02,69,160,58,-181,581,54,-178,49.4,-152,27,-0.58,4.8,1.35,-133,126,-187,-581,-101,457,"E"
16424,2,1323084342,320336,11,1,34,4.08,5.92,-91.9,1,0.1,-0.03,-0.44,-13,2,-6,16,553,-412,168,-14,-111,49,0.16,-0.06,-0.23,-85,-73,-465,-102,-252,-510,105.2366854,42.7457445,27.48857964,21,-0.21,1.78,-0.13,84,176,55,-120,599,41,165,48.3,-180,33,-0.32,4.26,1.26,-158,226,-175,-671,132,572,"E"
16425,2,1323084342,320389,11,1,34,3.46,6.03,-91.9,2,0.1,-0.03,-0.44,-15,2,-8,11,555,-399,167,-14.5,-111,49,0.48,-0.06,-0.36,-74,-71,-470,-84,-245,-509,98.11000361,50.6150423,27.59064982,22,-0.18,1.75,-0.11,105,180,59,-81,607,49,161,47.1,172,36,-0.35,4.22,0.9,-171,257,-174,-688,231,607,"E"
16427,2,1323084342,348290,11,1,34,1.76,6.4,-92.1,1,0.13,-0.02,-0.49,-8,4,-3,18,569,-384,166,-17.2,-111,50,0.87,-0.14,0.03,-40,-80,-477,-39,-250,-510,84.46851264,66.37992903,25.00978001,19,-0.16,1.61,-0.3,117,142,47,-9,609,68,150,41.9,151,38,-0.27,3.68,0.95,-138,312,-154,-698,420,676,"E"
16428,2,1323084342,348323,11,1,34,1.18,6.47,-92.1,1,0.16,-0.02,-0.51,-8,2,-1,15,564,-382,166,-18.2,-110,50,0.92,-0.19,0.25,-35,-82,-478,-26,-247,-518,79.57840307,73.82535924,19.27364212,20,-0.16,1.48,-0.34,130,138,37,-1,607,64,148,39.6,145,39,-0.22,3.58,0.87,-140,319,-145,-694,455,689,"E"
16430,2,1323084342,380432,11,1,34,-0.05,6.66,-92.2,1,0.19,-0.02,-0.52,-6,-3,4,13,574,-366,167,-20.4,-109,49,1.03,-0.26,0.44,-29,-87,-475,15,-274,-513,65.91640058,87.85033274,18.07868524,18,-0.21,1.12,-0.23,137,109,32,36,610,71,145,34.9,135,38,-0.13,3.31,1,-112,321,-143,-658,558,703,"E"
16433,2,1323084342,396309,11,1,34,-1.69,6.95,-92.3,1,0.19,-0.02,-0.54,-11,-2,8,24,588,-352,168,-25.1,-106,48,1.56,-0.53,0.51,-12,-101,-456,84,-317,-508,69.7177809,84.10213395,18.05760126,23,-0.22,0.24,-0.08,166,143,40,69,603,80,142,28.6,124,41,-0.14,2.68,0.69,-124,350,-141,-600,655,703,"E"
16439,2,1323084342,948291,11,1,34,-7.73,5.22,-92.6,3,-0.18,-0.03,-0.18,-8,2,27,1,620,-253,117,-57.2,-20.4,18,3.52,-2.15,0.18,59,33,-166,766,-225,-53,117.1761154,25.20723227,30.25003672,15,0.63,-1.99,0,36,133,43,-273,534,54,146,27,128,41,0.31,-2.28,-0.38,-148,337,-165,-605,618,634,"E"
16440,2,1323084343,32306,11,1,35,-7.36,4.17,-92.5,5,-0.14,0.02,-0.07,-11,-1,44,5,622,-254,86.2,-47,20.1,14,3.66,-2.14,0.44,3,104,-82,717,-15,207,117.8912285,15.10231533,35.86915343,14,0.83,-1.73,-0.16,21,129,49,-382,478,49,155,34.3,148,41,0.32,-3.26,-0.51,-181,313,-185,-682,436,573,"E"
16441,2,1323084343,68376,11,1,35,-7.28,4,-92.4,5,-0.13,0.02,-0.05,-13,2,46,1,626,-238,82.3,-42.4,26.7,14,3.56,-2.15,0.67,-5,116,-71,691,32,273,109.6461792,16.52138638,44.01878596,14,0.83,-1.64,0.05,22,119,57,-409,459,18,157,35.8,153,41,0.26,-3.42,-0.54,-176,304,-186,-692,384,572,"E"
16442,2,1323084343,88302,11,1,35,-7.18,3.87,-92.4,5,-0.1,0.02,-0.03,-12,1,44,1,622,-252,79.5,-37.2,32.2,14,3.5,-2.18,0.9,-15,121,-53,669,52,280,115.3982646,13.33965166,39.23691332,12,0.87,-1.51,0.11,16,110,46,-424,454,13,160,37.2,158,40,0.22,-3.53,-0.57,-179,290,-186,-695,346,543,"E"
16443,2,1323084343,96280,11,1,35,-7.07,3.79,-92.3,5,-0.06,0.02,-0.03,-12,-1,46,-2,631,-247,77.6,-32.3,36.9,14,3.52,-2.28,1.08,-31,132,-41,620,100,323,110.7040572,13.5612082,44.04979167,10,0.96,-1.49,0.16,13,86,41,-447,430,3,163,38.6,164,38,0.16,-3.53,-0.61,-189,259,-189,-684,286,524,"E"
16444,2,1323084343,108314,11,1,35,-6.79,3.73,-92.3,5,0.02,0.02,0.02,-10,2,48,0,628,-248,76.8,-22.9,45.1,19,3.42,-2.46,1.28,-59,171,-28,521,191,382,77.76463807,27.76164701,71.78330334,9,0.77,-1.59,0.08,25,64,60,-477,397,-16,169,40.6,176,34,0.03,-3.63,-0.64,-181,216,-185,-679,175,501,"E"
16445,2,1323084343,108355,11,1,35,-6.65,3.76,-92.3,5,0.05,0.02,0.02,-16,4,47,-5,626,-245,77.1,-19.3,48.3,20,3.36,-2.42,1.23,-84,177,-34,454,232,420,87.1996942,40.94663488,52.97364857,7,0.71,-1.64,0,26,50,33,-503,375,-25,173,41.4,-178,33,0.02,-3.79,-0.61,-184,198,-186,-660,98,470,"E"
16446,2,1323084343,116288,11,1,35,-6.48,3.82,-92.2,5,0.05,0.02,0.03,-20,1,49,-2,620,-236,77.5,-15.2,52.1,21,3.4,-2.41,1.03,-92,185,2,420,261,432,58.33014489,29.41072172,89.89774905,4,0.67,-1.72,-0.13,10,19,27,-505,359,-18,176,41.8,-172,32,0.05,-3.82,-0.64,-182,174,-187,-641,23,447,"E"
16447,2,1323084343,136391,11,1,35,-5.81,4.01,-92.3,5,0.03,-0.02,0.11,-20,-1,41,-1,622,-253,77.6,-4.36,62.8,29,3.36,-1.98,0.08,-185,215,17,219,348,486,105.1650213,0,51.91461142,2,0.5,-1.59,-0.61,0,14,8,-556,294,-36,-173,41,-152,28,0,-3.93,-0.61,-183,87,-184,-561,-140,383,"E"
16448,2,1323084343,176341,11,1,35,-5.55,4.08,-92.3,5,0.03,-0.02,0.13,-19,0,42,0,622,-260,77.4,-1.36,66.4,29,3.36,-1.77,-0.11,-195,209,35,142,369,498,32.17505544,-124.9045772,0,1,0.55,-1.54,-0.67,-12,4,0,-567,272,-40,-169,40.1,-146,27,-0.02,-3.85,-0.59,-184,44,-190,-518,-200,351,"E"
16449,2,1323084343,200309,11,1,35,-5.23,4.16,-92.3,4,0.05,-0.02,0.16,-17,-3,39,2,624,-247,77.2,1.63,70.3,31,3.42,-1.62,-0.26,-218,213,34,103,372,510,14.2435822,-128.0622467,-25.10495082,3,0.58,-1.4,-0.8,-27,4,-7,-572,252,-38,-166,39,-140,26,-0.02,-3.71,-0.62,-180,24,-184,-469,-268,322,"E"
16451,2,1323084343,332303,11,1,35,-1.3,4.76,-92.3,2,0.18,0,0.49,-7,-2,16,-2,605,-291,73.3,15.2,96.1,31,1.65,-0.34,-0.59,-251,177,11,-260,355,542,-101.9510728,7.414198223,-54.51174464,3,0.27,-0.61,-0.57,2,-23,-14,-617,151,-75,-148,27,-94.2,24,-0.37,-4.09,-0.89,-37,-84,-218,-49,-586,95,"E"
16453,2,1323084343,420353,11,1,35,0.5,5.25,-92.3,2,0.16,0.02,0.52,-15,-2,13,8,606,-306,74.2,16.8,99,28,0.26,-0.14,0.34,-210,169,26,-294,358,534,-108.5488861,4.424100871,-48.2933372,5,0.18,-0.37,-0.2,2,-40,-21,-623,137,-82,-145,17.8,-78,28,-0.55,-4,-1.16,49,-132,-239,134,-634,-8,"E"
16456,2,1323084343,456281,11,1,35,3.24,5.74,-92.2,2,0.05,0.03,0.54,-15,-1,2,14,587,-351,72.2,13.2,96.5,28,-1.17,0.71,-0.64,-225,149,21,-227,345,552,-114.2018299,0,-42.87780274,8,-0.11,-0.13,-0.05,0,-70,-32,-622,125,-76,-148,11.1,-56.5,46,-1,-1.65,-1.16,201,-278,-293,342,-638,-202,"E"
16457,2,1323084343,492305,11,1,35,4.25,5.8,-92,2,-0.03,0.05,0.49,-15,2,-7,15,584,-362,70,10,93.7,29,-1.72,0.8,-0.64,-234,159,20,-169,330,568,-114.2018299,0,-42.87780274,8,-0.11,-0.13,-0.05,0,-70,-32,-622,125,-76,-150,12.4,-54.2,51,-0.59,0.1,-0.62,249,-340,-270,364,-662,-250,"E"
16458,2,1323084343,564355,11,1,35,5.17,5.64,-91.9,3,-0.08,0.06,0.39,-13,17,-18,10,575,-374,68.2,6.09,89.6,30,-2.33,0.88,-0.52,-239,171,43,-97,317,586,-95.85170696,-8.331739686,-60.48966561,7,-0.11,-0.05,-0.05,-6,-59,-41,-618,119,-68,-150,13.4,-55.3,44,0.26,0.93,0.36,201,-277,-257,350,-666,-250,"E"
16459,2,1323084343,620400,11,1,35,6.01,5.39,-91.8,2,-0.13,0.08,0.28,-16,3,-13,18,567,-380,66.8,1,84.2,30,-2.94,1.06,-0.48,-229,183,56,-5,292,585,-114.1358415,1.541077819,-42.91241683,7,-0.16,0.08,0.13,1,-59,-27,-625,130,-68,-148,13.6,-58.7,37,0.82,1.3,0.87,128,-232,-251,299,-667,-183,"E"
16461,2,1323084343,676286,11,1,35,6.6,4.58,-91.6,1,-0.19,0.06,0.31,-10,2,-5,17,558,-395,65.7,-11.8,71.4,28,-3.76,1.54,-0.75,-188,189,83,266,206,560,-102.7606751,0,-54.31895763,6,-0.19,0.14,0.18,0,-53,-32,-623,131,-63,-148,17,-67.8,33,0.19,2.39,0.41,41,-209,-248,191,-669,-102,"E"
16462,2,1323084343,772283,11,1,35,7.17,3.91,-91.4,1,-0.13,0.05,0.25,-8,5,-8,13,550,-398,66.2,-24,59,19,-4.17,1.78,-1.03,-115,143,35,430,118,502,-102.7606751,0,-54.31895763,6,-0.19,0.14,0.18,0,-53,-32,-623,131,-63,-149,22.9,-77.1,33,-0.06,3.08,0.64,5,-217,-236,80,-668,-43,"E"
16464,2,1323084343,896405,11,1,35,7.54,3.63,-91.3,1,-0.03,0.03,0.18,-6,4,-7,12,549,-423,72.9,-39.9,37.9,11,-4.45,1.75,-0.98,-58,90,-27,674,-54,314,-120.7649317,0,-36.31470099,5,-0.29,0.42,0.48,0,-50,-19,-616,147,-55,-152,32.5,-93.7,29,-0.31,3.81,1.2,-56,-145,-236,-117,-586,73,"E"
16466,2,1323084343,920387,11,1,35,7.58,3.58,-91.3,1,0.05,0.02,0.13,-4,10,-6,16,543,-412,77.4,-43.8,26.4,10,-4.37,1.57,-0.79,-10,71,-63,729,-129,194,-110.6770896,-1.944161951,-46.35531201,5,-0.32,0.45,0.51,-1,-46,-23,-611,159,-58,-156,38.3,-105,26,-0.45,4.13,1.36,-54,-105,-223,-236,-504,173,"E"
16467,2,1323084343,960346,11,1,35,7.65,3.6,-91.2,1,0.08,0.02,0.13,-4,12,-4,15,546,-414,81.2,-46.2,19.2,11,-4.37,1.53,-0.71,-2,56,-92,754,-158,128,-112.3086928,-3.92031311,-44.57381122,5,-0.32,0.5,0.46,-2,-46,-22,-609,163,-51,-157,40.5,-111,25,-0.42,4.14,1.51,-68,-89,-214,-309,-433,237,"E"
16469,2,1323084343,980325,11,2,35,7.76,3.8,-91.2,2,0.16,0,0.05,-13,13,-2,20,547,-434,91.5,-50.2,3.55,15,-4.17,1.45,-0.54,37,29,-141,758,-211,5,-113.6,-17.5,-39.4,3,-0.32,0.64,0.44,-5,-26,-11,-603,172,-46,-160,45.2,-123,23,-0.45,4.19,1.72,-86,-42,-200,-420,-318,335,"E"
16470,2,1323084345,48387,11,1,36,-6.9,3.7,-92.2,5,0.05,-0.02,-0.07,-17,-2,45,2,626,-243,89.7,-39.6,25.9,14,3.58,-1.83,0.43,1,116,-72,707,-16,231,88.26729065,33.16844408,57.66887233,13,0.45,-1.14,0.02,43,102,72,-312,491,135,-170,43.7,-133,21,-0.34,-4.29,-1.54,-66,13,-198,-423,-304,357,"E"
16471,2,1323084345,56262,11,1,36,-6.82,3.79,-92.2,5,0.06,0,-0.03,-18,-1,44,-2,631,-236,86.1,-36.1,31.4,13,3.5,-1.77,0.39,1,117,-43,669,28,288,80.63321938,31.7836089,66.5665607,14,0.42,-1.16,0,42,97,83,-312,497,134,-167,42.9,-127,21,-0.18,-4,-1.44,-51,-3,-201,-358,-375,309,"E"
16472,2,1323084345,84271,11,1,36,-6.69,3.88,-92.2,5,0.06,0,0,-19,0,45,7,626,-230,82.5,-32.1,37.2,12,3.5,-1.72,0.38,-14,113,-32,634,49,320,84.84722813,29.39224762,63.63629873,14,0.35,-1.14,0,39,101,80,-334,478,125,-165,41.5,-120,21,0.08,-3.73,-1.3,-38,-37,-198,-329,-402,284,"E"
16474,2,1323084345,132393,11,1,36,-6.19,4.18,-92.2,4,0.08,0,0.07,-21,2,37,-2,624,-229,76.7,-21.7,50.5,18,3.37,-1.59,0.34,-85,152,-17,502,156,437,99.64572459,20.92477272,52.59096,12,0.53,-1.08,0,24,97,58,-375,448,110,-156,34.2,-104,24,0.43,-3.32,-0.72,-39,-107,-209,-169,-519,164,"E"
16476,2,1323084345,152334,11,1,36,-5.66,4.38,-92.2,5,0.03,0,0.11,-21,-2,39,2,618,-247,75.2,-16,57.4,20,3.15,-1.51,0.21,-100,159,36,410,214,483,95.90232269,27.0415867,53.33407338,12,0.67,-0.92,0.15,31,95,59,-408,431,101,-152,28.9,-95.1,26,0.45,-2.65,-0.8,-17,-131,-219,-68,-581,105,"E"
16477,2,1323084345,164319,11,1,36,-5.37,4.43,-92.2,4,0.02,-0.02,0.15,-18,-2,37,-4,630,-232,74.7,-13.3,60.5,22,3.02,-1.51,0.15,-114,173,52,342,229,510,83.20435868,30.210108,64.85978043,11,0.67,-0.93,0.3,33,82,67,-410,427,82,-151,26.4,-91.4,27,0.31,-2.55,-0.9,-29,-156,-217,-47,-592,84,"E"
16478,2,1323084345,164364,11,1,36,-5.03,4.47,-92.2,4,0.02,-0.02,0.2,-17,-1,38,7,633,-251,74.3,-10.6,63.4,23,2.81,-1.4,0.1,-133,171,63,276,249,537,80.87203361,39.30187236,61.19541557,10,0.66,-0.98,0.43,36,68,54,-433,426,66,-151,24.7,-88.2,28,0.05,-2.34,-1.02,-26,-169,-220,-4,-608,42,"E"
16480,2,1323084345,184315,11,1,36,-4.22,4.56,-92.2,4,0.02,0,0.28,-20,-4,32,1,630,-257,74.3,-5.89,68.9,23,2.52,-1.19,0.3,-120,167,82,188,277,546,60.33042662,45.16334411,77.30159454,7,0.61,-1.09,0.31,30,39,48,-452,398,51,-152,23.1,-82.8,33,-0.35,-1.72,-1.38,2,-214,-236,60,-649,-13,"E"
16481,2,1323084345,204031,11,1,36,-3.74,4.64,-92.2,4,0.03,0.02,0.34,-17,-6,31,4,617,-250,74.6,-3.7,71.6,23,2.38,-1.04,0.33,-126,170,68,163,284,557,61.04565182,29.97760701,86.9989417,6,0.59,-1.11,0.1,17,33,44,-466,390,52,-153,22.8,-80.3,35,-0.47,-1.46,-1.46,28,-242,-246,101,-670,-72,"E"
16487,2,1323084345,492293,11,1,36,5.05,5.78,-92,2,-0.13,0.05,0.67,-18,3,-13,11,585,-364,71.8,-1.6,80.5,19,-1.2,0.43,0.07,-106,147,40,64,281,590,-59.08727501,-83.72150032,38.05063771,1,0.39,-0.72,-0.44,-4,-3,2,-576,233,0,-158,29.2,-81.3,36,0.14,1.85,0.64,-19,-241,-252,35,-688,-126,"E"
16488,2,1323084345,516297,11,1,36,5.68,5.66,-92,2,-0.16,0.06,0.62,-10,9,-16,11,579,-370,72,-2.74,79.1,19,-1.41,0.53,0.03,-106,151,46,78,280,584,-78.36680561,5.885750595,78.36680561,2,0.32,-0.67,-0.43,1,-12,12,-591,223,-19,-159,30.1,-83.9,35,0.1,2.09,0.69,-28,-238,-246,16,-671,-111,"E"
16490,2,1323084345,524324,11,1,36,6.88,5.22,-91.9,2,-0.13,0.05,0.48,-3,7,-22,11,566,-380,72,-5.67,75.7,20,-1.77,0.74,-0.16,-110,155,54,137,255,579,-110.7148718,-46.3647609,0,1,0.26,-0.56,-0.52,-4,-8,0,-595,201,-26,-160,32.3,-90.1,32,-0.05,2.5,0.95,-42,-198,-238,-57,-638,-60,"E"
16492,2,1323084345,532299,11,1,36,7.71,4.81,-91.8,1,-0.06,0.05,0.41,-7,-2,-6,9,560,-390,71.7,-9.43,71.6,21,-2.1,0.98,-0.48,-110,161,61,206,239,567,-109.9258572,-46.16605154,8.920534355,1,0.24,-0.37,-0.34,-5,-10,1,-595,195,-23,-162,35,-97.6,30,-0.14,2.94,0.94,-64,-167,-228,-158,-577,24,"E"
16497,2,1323084345,968367,11,1,36,9.35,4.8,-91.7,3,-0.08,0.05,0.2,-17,2,-18,10,543,-422,78.2,-33.9,37.2,12,-4.22,1.69,-0.94,0,112,30,659,-22,309,-123.7552026,0,-33.32443011,3,-0.1,0.08,0,0,-26,-9,-607,174,-28,177,47.8,-151,23,-0.55,4.01,1.12,-126,24,-190,-556,-152,364,"E"
16499,2,1323084346,8344,11,1,37,9.48,4.78,-91.6,2,-0.06,0.06,0.21,-11,2,-21,11,534,-426,82.6,-39.4,24.9,9,-4.53,1.73,-0.98,32,72,-31,732,-107,215,-141.2141065,0,-15.86552622,3,-0.21,0.26,0.15,0,-25,-4,-599,181,-28,165,47.9,-169,26,-0.51,3.97,0.95,-105,129,-189,-638,23,469,"E"
16500,2,1323084346,28280,11,1,37,9.55,4.73,-91.6,2,-0.03,0.06,0.2,-6,1,-19,17,536,-437,84.4,-41.7,18.4,9,-4.59,1.67,-0.87,46,54,-57,759,-144,149,-136.1450023,-4.07682495,-20.52222861,3,-0.27,0.31,0.23,-1,-24,-5,-604,182,-28,160,47,-178,28,-0.61,3.95,0.85,-146,138,-184,-653,60,490,"E"
16501,2,1323084346,52339,11,1,37,9.55,4.65,-91.5,2,-0.02,0.06,0.16,-4,4,-23,16,533,-443,87.9,-43.9,11.2,11,-4.54,1.57,-0.71,50,47,-82,764,-166,96,-125.9798046,0,-31.09982806,3,-0.27,0.34,0.23,0,-28,-9,-605,191,-24,156,45.7,174,27,-0.66,4.09,0.92,-137,155,-171,-679,161,539,"E"
16502,2,1323084346,64331,11,1,37,9.57,4.56,-91.5,2,-0.02,0.05,0.13,-5,6,-21,17,531,-441,92.4,-45.7,3.67,16,-4.51,1.54,-0.61,60,33,-142,774,-209,13,-122.9817373,0,-34.09789535,3,-0.27,0.35,0.21,0,-31,-11,-594,198,-15,152,43.8,167,31,-0.53,4.08,0.97,-103,226,-173,-695,242,574,"E"
16503,2,1323084346,72295,11,1,37,9.63,4.46,-91.4,2,0.02,0.02,0.16,-11,2,-20,6,529,-446,104,-47.9,-13.7,18,-4.32,1.54,-0.57,67,15,-164,752,-252,-94,-140.2437935,-3.286795657,-16.5058661,3,-0.32,0.42,0.18,-1,-30,-5,-589,202,-10,146,39.6,153,33,-0.67,3.76,0.75,-126,255,-163,-703,371,634,"E"
